"area","balcony","basement","bath_tube","building_plot","cabletv","ceiling","cheminee","elevator","first_time","floors","furnished","home_type","kids_friendly","laundry","minergie","new_building","newly_built","oldbuilding","oven","parking_indoor","parking_outside","playground","pool","price","quiet","raised_groundfloor","rooms","sale","sunny","terrace","topstorage","veranda","wheelchair","year","year_built","zipcode"
192,1,0,0,0,1,0,0,1,0,4,0,"Wohnung",1,0,0,0,0,0,0,1,1,0,0,"1700000.0CHF",0,0,4.5,NA,0,0,0,0,1,2012,2006,6500
47,0,0,0,0,0,0,0,0,0,5,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"250000.0CHF",0,0,2.5,1,0,0,0,0,0,2017,1970,3963
85,0,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"1200000.0CHF",0,0,3.5,NA,0,0,0,0,0,2018,2016,1854
112,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"460000.0CHF",0,0,4.5,1,0,0,0,0,0,2012,1998,5242
96,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"850000.0CHF",0,0,4.5,1,0,0,0,0,0,2017,1972,7250
170,1,0,0,0,1,0,0,1,0,2,0,"Maisonette",1,0,0,0,0,0,0,1,0,0,0,"850000.0CHF",0,0,5.5,NA,0,0,0,0,0,2013,2014,8185
90,1,1,0,0,1,0,0,0,0,2,0,"Maisonette",0,1,0,0,0,0,0,1,1,0,0,"595000.0CHF",0,0,4.5,NA,0,0,0,0,0,2016,2006,3806
130,1,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,1,0,1,0,0,0,0,0,0,"570000.0CHF",0,0,4.5,NA,0,0,0,0,1,2013,2015,4623
96,0,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"700000.0CHF",0,0,3.5,NA,0,0,0,0,0,2015,2017,3914
129,0,0,0,0,0,0,0,0,0,2,0,"Maisonette",0,0,0,0,0,0,0,0,0,0,0,"1280000.0CHF",0,0,5,1,0,0,0,0,0,2018,2007,1228
59,1,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,0,0,0,1,0,0,0,"420000.0CHF",0,0,2.5,1,0,0,0,0,0,2015,2007,6600
176,0,0,0,0,0,0,0,0,0,3,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"550000.0CHF",0,0,5.5,NA,0,0,0,0,0,2016,1999,1721
116,1,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"2350000.0CHF",0,0,3.5,NA,0,0,0,0,0,2013,2015,1616
76,1,0,0,0,1,0,0,1,0,1,0,"Wohnung",0,0,0,1,1,0,0,0,1,0,0,"510000.0CHF",0,0,3.5,NA,0,0,0,0,0,2019,2016,6900
89,1,0,0,0,1,0,0,1,0,1,0,"Wohnung",1,0,0,0,0,0,0,1,0,0,0,"720000.0CHF",0,0,3.5,1,0,0,0,0,0,2015,1991,4102
214,0,0,1,0,1,0,0,1,1,3,0,"Attika",0,1,0,0,1,0,0,0,0,1,0,"1290000.0CHF",0,0,6.5,1,0,1,0,0,0,2012,2013,9113
111,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"479700.0CHF",0,0,4,1,0,0,0,0,0,2012,2011,1912
132,0,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,1,0,0,0,0,0,1,1,0,0,"2480000.0CHF",0,0,4.5,NA,0,0,0,0,1,2015,2013,1908
95,0,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"595000.0CHF",0,0,4,1,0,0,0,0,0,2017,1997,1884
53,0,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"566000.0CHF",0,0,2.5,NA,0,0,0,0,0,2013,1964,5707
116,1,0,0,0,0,0,0,0,0,2,0,"Wohnung",1,0,0,0,1,0,0,1,1,0,0,"685000.0CHF",0,0,4.5,1,0,0,0,0,0,2018,2019,1965
97,1,0,0,0,1,0,0,1,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,1,0,0,"780000.0CHF",0,0,4.5,1,0,0,0,0,0,2014,2006,6648
200,1,0,0,0,0,0,0,1,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"120000.0CHF",0,0,5.5,NA,0,0,0,0,0,2014,1965,6006
169,0,1,1,0,1,0,0,1,1,4,0,"Attika",0,1,0,0,1,0,0,0,0,0,0,"1500000.0CHF",0,0,4.5,1,0,1,0,0,1,2013,2013,4410
215,1,0,0,0,0,0,0,1,0,4,0,"Maisonette",1,0,0,0,1,0,0,0,0,0,0,"1390000.0CHF",0,0,6.5,NA,0,0,0,0,0,2014,2016,8966
66,1,0,0,0,0,0,0,1,0,2,0,"Wohnung",0,0,0,0,0,1,0,0,0,0,0,"745000.0CHF",0,0,3.5,NA,0,0,0,0,0,2018,1900,7208
73,0,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,1,0,0,1,0,0,0,"655000.0CHF",0,0,3.5,1,0,0,0,0,0,2016,2017,1169
213,1,0,0,0,0,0,1,1,0,2,0,"Dachwohnung",0,0,0,0,0,0,0,1,0,0,0,"1250000.0CHF",0,0,5.5,NA,0,0,0,0,0,2019,1989,8634
125,1,0,0,0,0,0,0,1,0,3,0,"Attika",0,0,0,0,1,0,0,0,0,0,0,"1850000.0CHF",0,0,4.5,NA,0,0,0,0,0,2013,2016,5057
72,1,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"575000.0CHF",0,0,3.5,1,0,0,0,0,0,2017,2003,8303
122,0,0,0,0,0,0,0,0,0,4,0,"Wohnung",0,0,0,0,1,0,0,1,0,0,0,"1234000.0CHF",0,0,4.5,1,0,0,0,0,0,2019,2017,1029
67,0,0,0,0,0,0,0,1,0,3,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"575000.0CHF",0,0,3.5,NA,0,0,0,0,0,2018,2017,6340
114,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"350000.0CHF",0,0,5.5,1,0,0,0,0,0,2013,1993,4716
75,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,1,0,0,0,"645000.0CHF",0,0,3.5,1,0,0,0,0,0,2013,1981,3963
75,1,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"830000.0CHF",0,0,3.5,1,0,0,0,0,0,2017,2016,1025
101,1,0,0,0,0,0,0,1,0,2,0,"Wohnung",0,0,0,0,1,0,0,1,0,0,0,"760000.0CHF",0,0,4.5,1,0,0,0,0,0,2014,2015,8620
80,0,0,0,0,0,0,1,0,0,1,0,"Wohnung",0,0,0,0,0,1,0,0,0,0,0,"195000.0CHF",0,0,3,1,0,0,0,0,1,2018,1900,7184
279,1,0,0,0,1,0,1,1,0,4,0,"Wohnung",1,0,0,0,1,0,0,1,1,0,0,"530000.0CHF",0,0,4,NA,0,0,0,0,0,2013,1998,3066
94,0,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"640000.0CHF",0,0,3.5,1,0,0,0,0,1,2012,2012,8852
100,1,0,0,0,0,0,0,1,0,3,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"425000.0CHF",0,0,4.5,1,0,0,0,0,0,2015,1976,1926
100,0,0,0,0,0,0,1,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,1,0,0,"490000.0CHF",0,0,3.5,1,0,0,0,0,0,2018,1996,6672
109,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,1,0,0,"1160000.0CHF",0,0,5,1,0,0,0,0,0,2017,2018,1292
83,1,0,0,0,0,0,0,1,0,8,0,"Wohnung",1,0,0,0,0,0,0,0,1,0,0,"395000.0CHF",0,0,3.5,1,0,0,0,0,0,2016,1974,1700
110,1,0,0,0,1,0,1,1,0,1,0,"Wohnung",1,0,0,1,0,0,0,1,0,0,0,"597000.0CHF",0,1,4.5,1,0,0,0,0,0,2018,2015,3126
202,1,0,0,0,0,0,1,1,0,4,0,"Terrassenwohnung",0,0,0,0,0,0,0,1,0,0,0,"990000.0CHF",0,0,4.5,NA,0,0,0,0,0,2016,1980,5032
138,1,0,0,0,0,0,0,1,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,1,0,0,"550000.0CHF",0,0,5.5,NA,0,0,0,0,0,2019,2007,6916
145,0,0,0,0,1,0,1,1,0,2,0,"Wohnung",0,0,0,0,0,0,0,1,1,0,0,"2480000.0CHF",0,0,4,NA,0,0,0,0,1,2015,2012,1033
102,1,0,0,0,1,0,0,1,0,1,0,"Wohnung",1,0,0,0,0,0,0,1,0,0,0,"795000.0CHF",0,0,4.5,1,0,0,0,0,0,2015,2011,1882
135,0,0,0,0,1,0,0,1,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"1320000.0CHF",0,0,4.5,1,0,0,0,0,0,2014,2015,7250
128,0,0,0,0,0,0,0,0,0,7,0,"Wohnung",0,0,0,0,0,0,0,1,0,0,0,"1370000.0CHF",0,0,4.5,NA,0,0,0,0,0,2018,2002,1026
150,1,0,0,0,0,0,1,0,0,1,0,"Maisonette",1,0,0,0,0,0,0,1,1,0,0,"1250000.0CHF",0,0,4.5,1,0,0,0,0,0,2013,1991,1196
83,0,0,0,0,0,0,0,0,0,2,0,"Attika",0,0,0,0,1,0,0,0,0,0,0,"660000.0CHF",0,0,4.5,NA,0,0,0,0,0,2015,2019,1279
117,0,0,0,0,1,0,0,0,0,2,0,"Attika",0,0,0,0,0,0,0,0,0,0,0,"900000.0CHF",0,0,3,1,0,0,0,0,0,2013,1970,1008
90,1,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"606000.0CHF",0,0,3.5,1,0,0,0,0,0,2013,2011,7084
102,1,0,0,0,0,0,0,1,0,2,0,"Dachwohnung",1,0,0,1,1,0,0,1,1,0,0,"465000.0CHF",0,0,4.5,1,0,0,0,0,0,2018,2018,1880
208,0,0,0,0,0,0,0,1,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"660000.0CHF",0,0,8,NA,0,0,0,0,0,2013,1984,3303
153,1,0,0,0,0,0,0,0,0,3,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"1190000.0CHF",0,0,5.5,1,0,0,0,0,0,2013,1962,3963
98,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"630000.0CHF",0,0,4.5,NA,0,0,0,0,0,2016,2011,1936
48,1,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"550000.0CHF",0,0,2.5,NA,0,0,0,0,0,2015,1992,3658
333,0,0,0,0,1,0,0,1,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,1,0,0,"4590000.0CHF",0,0,9.5,1,0,0,0,0,0,2014,2014,1025
45,1,0,0,0,1,0,0,1,0,2,0,"Wohnung",0,0,0,0,0,0,0,1,1,0,0,"301000.0CHF",0,0,2.5,NA,0,0,0,0,0,2019,2012,9630
145,1,0,0,0,1,0,0,1,0,3,0,"Maisonette",1,0,0,0,0,0,0,1,1,0,0,"123000.0CHF",0,0,4.5,NA,0,0,0,0,0,2015,2007,3114
55,1,0,0,0,0,0,0,1,0,4,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"350000.0CHF",0,0,2.5,1,0,0,0,0,0,2015,1972,6900
142,1,0,0,0,0,0,1,1,0,2,0,"Maisonette",0,0,0,0,0,0,0,1,0,0,0,"980000.0CHF",0,0,4.5,1,0,0,0,0,0,2019,1993,8132
131,1,0,0,0,0,0,0,1,0,3,0,"Wohnung",0,0,0,0,0,0,0,1,1,0,0,"535000.0CHF",0,0,5,NA,0,0,0,0,0,2014,2005,1203
61,1,0,0,0,1,0,0,0,0,1,0,"Wohnung",0,0,0,0,1,0,0,1,0,0,0,"658000.0CHF",0,0,2.5,NA,0,0,0,0,0,2014,2016,6900
118,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",1,0,0,0,0,0,0,1,0,0,0,"1095000.0CHF",0,0,4.5,NA,0,0,0,0,0,2016,1985,1721
123,0,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"950000.0CHF",0,0,4.5,NA,0,0,0,0,0,2016,1979,1865
130,0,0,0,0,0,0,0,0,0,1,0,"Maisonette",1,0,0,0,0,0,0,1,0,0,0,"860000.0CHF",0,0,4,1,0,0,0,0,0,2019,2003,1020
110,1,0,0,0,0,0,0,1,1,2,0,"Wohnung",1,0,0,0,1,0,0,0,0,0,0,"1265000.0CHF",0,0,3.5,1,0,0,0,0,1,2017,2017,8309
163,1,0,0,0,1,0,0,1,0,1,0,"Wohnung",1,0,0,0,0,0,0,0,1,0,0,"1590000.0CHF",0,0,4.5,1,0,0,0,0,1,2018,1975,3963
73,0,0,0,0,0,0,0,0,0,5,0,"Wohnung",0,0,0,0,1,0,0,1,0,0,0,"470000.0CHF",0,0,3.5,1,0,0,0,0,0,2013,2013,1400
132,1,0,0,0,1,0,0,1,0,2,0,"Wohnung",1,0,1,0,1,0,0,1,0,0,0,"810000.0CHF",0,0,4.5,1,0,0,0,0,0,2015,2015,6030
100,1,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,1,0,0,"2050000.0CHF",0,0,3.5,NA,0,0,0,0,0,2016,2006,6912
125,0,0,0,0,0,0,0,0,0,1,0,"Ferienwohnung",0,0,0,1,1,0,0,0,0,1,0,"656000.0CHF",0,0,4.5,NA,0,0,0,0,1,2013,2017,9475
230,1,0,0,0,0,0,0,1,0,1,0,"Maisonette",0,0,0,0,0,0,0,0,0,0,0,"930000.0CHF",0,0,5.5,1,0,0,0,0,1,2013,2002,3303
40,1,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"310000.0CHF",0,0,1.5,1,0,0,0,0,0,2018,1985,9000
139,1,0,0,0,0,0,0,1,0,1,0,"Attika",1,0,0,1,1,0,0,1,1,0,0,"2470.0CHF",0,0,3.5,NA,0,0,0,0,1,2013,2017,6900
125,0,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,1,1,0,0,0,0,0,0,"1160000.0CHF",0,0,5,1,0,0,0,0,0,2017,2017,1252
126,1,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"422000.0CHF",0,0,4.5,NA,0,0,0,0,0,2016,2015,1906
136,0,0,0,0,0,0,0,0,0,3,0,"Wohnung",0,0,0,0,1,0,0,1,1,0,0,"569400.0CHF",0,0,5.5,1,0,0,0,0,0,2012,2013,1896
108,1,0,0,0,0,0,1,1,0,2,0,"Terrassenwohnung",0,0,0,0,0,0,0,1,1,0,0,"980000.0CHF",0,0,4.5,NA,0,0,0,0,1,2014,1992,1470
38,0,0,0,0,0,0,0,1,0,2,0,"Wohnung",1,0,0,0,0,0,0,0,1,0,0,"360000.0CHF",0,0,1.5,1,0,0,0,0,0,2016,1980,6900
90,1,0,0,0,0,0,0,0,0,3,0,"Wohnung",0,0,0,1,1,0,0,0,0,0,0,"249000.0CHF",0,0,3.5,NA,0,0,0,0,0,2017,1995,7031
120,0,0,0,0,0,0,0,0,0,5,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"1107000.0CHF",0,0,3.5,NA,0,0,0,0,0,2014,2010,5630
113,1,0,0,0,0,0,0,0,0,2,0,"Wohnung",1,0,0,0,0,0,0,0,0,0,0,"551460.0CHF",0,0,5.5,NA,0,0,0,0,0,2015,1974,1010
51,0,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,1,0,0,1,0,0,0,"742000.0CHF",0,0,2.5,1,0,0,0,0,0,2015,2017,1009
79,1,0,0,0,0,0,0,1,0,1,0,"Wohnung",1,0,0,0,1,0,0,1,1,0,0,"399000.0CHF",0,0,3.5,1,0,0,0,0,0,2019,2018,9426
139,1,0,0,0,1,0,0,1,0,3,0,"Wohnung",1,1,1,0,1,0,0,1,0,0,0,"860000.0CHF",0,0,4.5,1,0,0,0,0,1,2014,2013,5702
94,1,0,0,0,0,0,1,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,1,0,0,0,"840000.0CHF",0,0,4,1,0,0,0,0,0,2013,1976,1885
62,1,1,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,0,0,0,1,1,0,0,"690000.0CHF",0,0,3.5,NA,0,0,0,0,0,2018,1989,1911
36,1,0,0,0,1,0,1,0,0,2,0,"Wohnung",1,0,0,0,0,0,0,0,1,0,0,"220000.0CHF",0,0,1.5,1,0,0,0,0,0,2014,1965,7017
106,1,0,0,0,1,0,0,1,0,2,0,"Wohnung",1,0,0,1,1,0,0,0,1,0,0,"530000.0CHF",0,0,4.5,NA,0,0,0,0,1,2017,2015,1950
57,0,0,0,0,0,0,0,0,0,8,0,"Attika",0,0,0,1,1,0,0,0,0,0,0,"535000.0CHF",0,0,3.5,1,0,0,0,0,0,2019,2019,2017
124,0,0,0,0,0,0,0,0,0,1,0,"Dachwohnung",0,0,0,0,1,0,0,0,0,0,0,"728000.0CHF",0,0,4.5,1,0,0,0,0,0,2018,2018,3123
116,0,0,0,0,0,0,0,1,0,2,0,"Wohnung",0,0,0,0,1,0,0,0,1,0,0,"1250000.0CHF",0,0,3.5,NA,0,0,0,0,0,2015,2016,1092
172,1,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,1,0,0,1,1,0,0,"2700000.0CHF",0,0,5,1,0,0,0,0,0,2017,2016,1248
79,1,0,0,0,0,0,0,0,0,4,0,"Wohnung",1,0,0,0,0,0,0,0,0,0,0,"295000.0CHF",0,0,4.5,1,0,0,0,0,0,2019,1900,7132
107,0,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,1,1,0,0,1,0,0,0,"711169.0CHF",0,0,3.5,NA,0,0,0,0,0,2015,2018,1092
121,1,0,0,0,0,0,0,0,0,3,0,"Wohnung",0,0,0,0,1,0,0,1,1,0,0,"910000.0CHF",0,0,3.5,1,0,0,0,0,0,2014,2014,4805
150,1,0,0,0,0,0,1,0,0,1,0,"Maisonette",0,0,0,0,0,0,0,1,0,0,0,"1650000.0CHF",0,0,5.5,1,0,0,0,0,0,2018,1985,7250
157,1,0,0,0,1,0,0,1,0,3,0,"Attika",0,0,0,0,0,0,0,1,0,0,0,"1180000.0CHF",0,0,5.5,1,0,0,0,0,0,2019,2016,6440
85,0,1,0,0,0,0,0,0,0,3,0,"Terrassenwohnung",0,0,0,0,0,0,0,0,0,0,0,"398000.0CHF",0,0,3.5,1,0,1,0,0,0,2015,1973,9000
55,1,0,0,0,0,0,1,0,0,1,0,"Wohnung",1,0,0,0,0,0,0,0,1,0,0,"179000.0CHF",0,0,2.5,1,0,0,0,0,0,2019,1984,7494
104,1,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,1,0,0,"950000.0CHF",0,0,3.5,1,0,0,0,0,0,2016,2003,6353
86,0,0,0,0,1,0,0,0,0,3,0,"Dachwohnung",0,0,0,1,1,0,0,0,0,0,0,"610000.0CHF",0,0,3.5,NA,0,0,0,0,0,2016,2012,9032
63,1,0,0,0,0,0,0,1,0,2,0,"Wohnung",1,0,0,0,1,0,0,1,1,0,0,"715000.0CHF",0,0,3,1,0,0,0,0,0,2018,2017,6314
72,1,0,0,0,0,0,0,1,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"399000.0CHF",0,0,2.5,1,0,0,0,0,0,2013,1993,5000
65,0,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"499000.0CHF",0,0,2.5,1,0,0,0,0,0,2014,1992,7516
143,1,0,0,0,0,0,0,0,0,1,0,"Maisonette",1,0,0,0,1,0,0,1,1,0,0,"795000.0CHF",0,0,5.5,1,0,0,0,0,0,2015,2014,1148
117,1,0,0,0,1,0,0,1,0,1,0,"Wohnung",1,0,0,0,1,0,0,1,0,0,0,"640000.0CHF",0,0,4.5,1,0,0,0,0,0,2015,2016,8552
159,1,0,0,0,0,0,1,1,0,2,0,"Wohnung",0,0,0,0,0,0,0,1,0,0,0,"2480000.0CHF",0,0,3.5,1,0,0,0,0,0,2014,2004,6612
127,1,1,0,0,1,0,1,1,0,3,0,"Maisonette",0,1,0,0,0,0,0,1,0,0,0,"298000.0CHF",0,0,5.5,NA,0,1,0,0,0,2017,1900,8047
109,0,1,1,0,1,0,0,1,0,2,0,"Wohnung",0,1,0,0,1,0,0,0,0,0,0,"1200000.0CHF",0,0,3.5,1,0,0,0,0,1,2014,2014,8712
241,0,0,0,0,1,0,0,1,0,2,0,"Wohnung",1,0,0,1,1,0,0,1,1,0,0,"841500.0CHF",0,0,6.5,1,0,0,0,0,1,2017,2016,4565
280,1,0,0,0,1,0,0,1,0,3,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"1885000.0CHF",0,0,6.5,NA,0,0,0,0,0,2013,1973,5722
128,0,0,0,0,1,0,0,1,0,3,0,"Wohnung",1,0,0,0,1,0,0,0,0,0,0,"895000.0CHF",0,0,4.5,1,0,0,0,0,0,2017,2016,6817
48,0,0,0,0,0,0,0,1,0,3,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"355000.0CHF",0,0,2.5,1,0,0,0,0,0,2018,2010,1854
130,1,0,0,0,1,0,1,0,0,2,0,"Maisonette",1,0,0,0,0,0,0,1,1,0,0,"610000.0CHF",0,0,4.5,1,0,0,0,0,0,2018,1993,2063
90,1,0,0,0,1,0,0,1,0,3,0,"Wohnung",0,0,0,0,1,0,0,0,1,0,0,"425000.0CHF",0,0,3.5,NA,0,0,0,0,0,2014,2015,1659
85,0,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,1,0,0,0,1,0,0,"795000.0CHF",0,0,2.5,NA,0,0,0,0,0,2019,2018,1807
161,1,0,0,0,1,0,1,1,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,1,0,0,"1980000.0CHF",0,0,5.5,1,0,0,0,0,1,2014,2003,3963
99,1,0,0,0,0,0,0,1,0,5,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"1220000.0CHF",0,0,4,1,0,0,0,0,0,2013,1984,1205
155,0,0,0,0,0,0,0,0,0,2,0,"Maisonette",1,0,0,0,0,0,0,1,0,0,0,"675000.0CHF",0,0,5.5,1,0,0,0,0,0,2015,1996,7023
74,1,0,0,0,1,0,0,1,0,1,0,"Wohnung",1,0,0,1,1,0,0,1,0,0,0,"388000.0CHF",0,0,2.5,NA,0,0,0,0,1,2016,2019,8180
143,1,0,0,0,0,0,0,0,0,3,0,"Wohnung",0,0,0,0,0,0,0,1,0,0,0,"535000.0CHF",0,0,5,1,0,0,0,0,0,2019,1925,2300
128,0,0,0,0,0,0,0,1,0,2,0,"Attika",0,0,0,0,0,0,0,1,0,0,0,"1050000.0CHF",0,0,3.5,1,0,0,0,0,0,2018,2008,3123
124,0,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"1025000.0CHF",0,0,4.5,1,0,0,0,0,0,2014,2013,1745
112,1,0,0,0,1,0,0,1,0,3,0,"Wohnung",0,0,0,0,1,0,0,0,0,0,0,"575000.0CHF",0,0,4.5,NA,0,0,0,0,0,2014,2012,7017
186,1,0,0,0,0,0,1,1,0,2,0,"Attika",1,0,0,1,1,0,0,0,0,0,0,"1645000.0CHF",0,0,4.5,1,0,0,0,0,1,2016,2014,8597
193,1,0,0,0,0,0,0,1,0,4,0,"Maisonette",0,0,0,0,0,0,0,0,0,0,0,"1180000.0CHF",0,0,5.5,1,0,0,0,0,0,2016,2012,8953
111,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,1,1,0,0,1,0,0,0,"527700.0CHF",0,0,4.5,1,0,0,0,0,0,2019,2018,1920
160,1,0,0,0,0,0,0,1,0,2,0,"Wohnung",1,0,0,0,0,0,0,0,1,0,0,"1495000.0CHF",0,0,5,1,0,0,0,0,0,2018,1960,1202
87,0,0,0,0,0,0,0,1,0,4,0,"Attika",0,0,0,0,0,0,0,0,0,0,0,"575000.0CHF",0,0,3.5,1,0,0,0,0,0,2019,2005,1882
120,1,0,0,0,0,0,0,1,0,3,0,"Wohnung",1,0,0,0,0,0,0,0,0,0,0,"1550000.0CHF",0,0,4.5,1,0,0,0,0,0,2015,1991,6900
60,1,0,0,0,1,0,0,0,0,1,0,"Wohnung",0,0,0,0,0,0,0,1,0,0,0,"960000.0CHF",0,0,3.5,NA,0,0,0,0,0,2015,1982,6830
128,1,0,0,0,0,0,0,1,0,1,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"1075000.0CHF",0,0,4.5,1,0,0,0,0,1,2013,1996,3073
95,1,0,0,0,0,0,0,1,0,1,0,"Wohnung",1,0,0,0,0,0,0,0,0,0,0,"663000.0CHF",0,0,3.5,NA,0,0,0,0,0,2017,1973,1950
185,1,1,0,0,0,0,1,1,0,2,0,"Attika",0,1,0,0,0,0,0,0,0,0,0,"1230000.0CHF",0,0,4.5,1,0,1,0,0,0,2013,1998,6060
144,1,0,0,0,1,0,1,1,0,4,0,"Maisonette",1,0,0,0,0,0,0,0,0,0,0,"660000.0CHF",0,0,5.5,NA,0,0,0,0,1,2013,1976,6390
72,0,0,0,0,1,0,0,1,0,1,0,"Wohnung",1,0,0,1,1,0,0,1,1,0,0,"297000.0CHF",0,0,2.5,1,0,0,0,0,0,2018,2017,1950
105,1,0,0,0,1,0,1,0,0,1,0,"Wohnung",1,0,0,0,0,0,0,1,1,0,0,"485000.0CHF",0,0,4.5,1,0,0,0,0,0,2013,1989,5630
143,0,0,0,0,0,0,0,0,0,5,0,"Wohnung",0,0,0,0,0,0,0,1,0,0,0,"2950000.0CHF",0,0,4,1,0,0,0,0,0,2016,1992,1936
105,0,0,0,0,0,0,0,0,0,1,0,"Wohnung",0,0,0,0,1,0,0,1,0,0,0,"920000.0CHF",0,0,4.5,NA,0,0,0,0,0,2016,2016,9403
89,0,0,0,0,0,0,0,0,0,3,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"715000.0CHF",0,1,3.5,1,0,0,0,0,0,2016,2007,1815
84,1,0,0,0,1,0,0,0,0,1,0,"Wohnung",1,0,0,1,1,0,0,1,1,0,0,"690000.0CHF",0,0,3.5,1,0,0,0,0,0,2019,2019,6934
130,1,0,0,0,0,0,0,1,0,3,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"1450000.0CHF",0,0,4.5,1,0,0,0,0,0,2014,1970,6977
78,0,0,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,1,0,0,"380000.0CHF",0,0,3.5,NA,0,0,0,0,0,2019,1981,2000
112,1,0,0,0,1,0,0,1,0,3,0,"Attika",1,0,0,0,1,0,0,1,1,0,0,"798000.0CHF",0,0,3.5,1,0,0,0,0,0,2019,2019,5033
230,0,1,0,0,0,0,0,0,0,2,0,"Wohnung",0,0,0,0,0,0,0,0,0,0,0,"550000.0CHF",0,0,8,1,0,0,0,0,0,2015,1930,6537
111,1,0,0,0,1,0,0,0,0,2,0,"Loft",0,0,0,0,0,0,0,1,0,0,0,"670000.0CHF",0,0,3.5,1,0,0,0,0,0,2018,2008,3822
